"route_id","service_id","trip_id","trip_headsign","direction_id","shape_id","bikes_allowed","wheelchair_accessible"
1,1,1,"Lindelwold Special",1,1,1,1
1,1,2,"Lindelwold Special",1,1,1,1
1,1,3,"Lindelwold Special",1,1,1,1
1,1,4,"Lindelwold Special",1,1,1,1
1,1,5,"Lindelwold Special",1,1,1,1
1,1,6,"Lindelwold Special",1,1,1,1
1,1,7,"Lindelwold Special",1,1,1,1
1,1,8,"Lindelwold Special",1,1,1,1
1,1,9,"Lindelwold Special",1,1,1,1
1,1,10,"Lindelwold Special",1,1,1,1
1,1,11,"Lindelwold Special",1,1,1,1
1,1,12,"Lindelwold Special",1,1,1,1
1,1,13,"Lindelwold Special",1,1,1,1
1,1,14,"Lindelwold Special",1,1,1,1
1,1,15,"Lindelwold Special",1,1,1,1
1,1,16,"Lindelwold Special",1,1,1,1
1,1,17,"Lindelwold Special",1,1,1,1
1,1,18,"Lindelwold Special",1,1,1,1
1,1,19,"Lindelwold Special",1,1,1,1
1,1,20,"Lindelwold Special",1,1,1,1
1,1,21,"Lindelwold Special",1,1,1,1
1,1,22,"Lindelwold Special",1,1,1,1
1,1,23,"Lindelwold Special",1,1,1,1
1,1,24,"Lindelwold Special",1,1,1,1
1,1,25,"Lindelwold Special",1,1,1,1
1,1,26,"Lindelwold Special",1,1,1,1
1,1,27,"Lindelwold Special",1,1,1,1
1,1,28,"Lindelwold Special",1,1,1,1
1,1,29,"Lindelwold Special",1,1,1,1
1,1,30,"Lindelwold Special",1,1,1,1
1,1,31,"Lindelwold Special",1,1,1,1
1,1,32,"Lindelwold Special",1,1,1,1
1,1,33,"Lindelwold Special",1,1,1,1
1,1,34,"Lindelwold Special",1,1,1,1
1,1,35,"Lindelwold Special",1,1,1,1
1,1,36,"Lindelwold Special",1,1,1,1
1,1,37,"Lindelwold Special",1,1,1,1
1,1,38,"Lindelwold Special",1,1,1,1
1,1,39,"Lindelwold Special",1,1,1,1
1,1,40,"Lindelwold Special",1,1,1,1
1,1,41,"Lindelwold Special",1,1,1,1
1,1,42,"Lindelwold Special",1,1,1,1
1,1,43,"Lindelwold Special",1,1,1,1
1,1,44,"Lindelwold Special",1,1,1,1
1,1,45,"Lindelwold Special",1,1,1,1
1,1,46,"Lindelwold Special",1,1,1,1
1,1,47,"Lindelwold Special",1,1,1,1
1,1,48,"Lindelwold Special",1,1,1,1
1,1,49,"Lindelwold Special",1,1,1,1
1,1,50,"Lindelwold Special",1,1,1,1
1,1,51,"Lindelwold Special",1,1,1,1
