"route_id","service_id","trip_id","trip_headsign","direction_id","block_id","shape_id","wheelchair_accessible","bikes_allowed"
"1","1","1","30TH ST. PHL.","0","4660","1","1",""
"1","2","2","30TH ST. PHL.","0","4660","2","1",""
"1","1","3","30TH ST. PHL.","0","4662","3","1",""
"1","2","4","30TH ST. PHL.","0","4662","4","1",""
"1","1","5","30TH ST. PHL.","0","4664","5","1",""
"1","2","6","30TH ST. PHL.","0","4664","6","1",""
"1","1","7","30TH ST. PHL.","0","4668","7","1",""
"1","2","8","30TH ST. PHL.","0","4668","8","1",""
"1","1","9","30TH ST. PHL.","0","4670","9","1",""
"1","2","10","30TH ST. PHL.","0","4670","10","1",""
"1","1","11","30TH ST. PHL.","0","4674","11","1",""
"1","2","12","30TH ST. PHL.","0","4674","12","1",""
"1","1","13","30TH ST. PHL.","0","4678","13","1",""
"1","2","14","30TH ST. PHL.","0","4678","14","1",""
"1","1","15","30TH ST. PHL.","0","4680","15","1",""
"1","2","16","30TH ST. PHL.","0","4680","16","1",""
"1","1","17","30TH ST. PHL.","0","4682","17","1",""
"1","2","18","30TH ST. PHL.","0","4682","18","1",""
"1","1","19","30TH ST. PHL.","0","4684","19","1",""
"1","2","20","30TH ST. PHL.","0","4684","20","1",""
"1","1","21","30TH ST. PHL.","0","4688","21","1",""
"1","2","22","30TH ST. PHL.","0","4688","22","1",""
"1","1","23","30TH ST. PHL.","0","4692","23","1",""
"1","2","24","30TH ST. PHL.","0","4692","24","1",""
"1","3","25","30TH ST. PHL.","0","4608","25","1",""
"1","4","26","30TH ST. PHL.","0","4608","26","1",""
"1","3","27","30TH ST. PHL.","0","4610","27","1",""
"1","4","28","30TH ST. PHL.","0","4610","28","1",""
"1","3","29","30TH ST. PHL.","0","4612","29","1",""
"1","4","30","30TH ST. PHL.","0","4612","30","1",""
"1","3","31","30TH ST. PHL.","0","4616","31","1",""
"1","4","32","30TH ST. PHL.","0","4616","32","1",""
"1","3","33","30TH ST. PHL.","0","4620","33","1",""
"1","4","34","30TH ST. PHL.","0","4620","34","1",""
"1","3","35","30TH ST. PHL.","0","4624","35","1",""
"1","4","36","30TH ST. PHL.","0","4624","36","1",""
"1","3","37","30TH ST. PHL.","0","4628","37","1",""
"1","4","38","30TH ST. PHL.","0","4628","38","1",""
"1","3","39","30TH ST. PHL.","0","4630","39","1",""
"1","4","40","30TH ST. PHL.","0","4630","40","1",""
"1","3","41","30TH ST. PHL.","0","4632","41","1",""
"1","4","42","30TH ST. PHL.","0","4632","42","1",""
"1","3","43","30TH ST. PHL.","0","4634","43","1",""
"1","4","44","30TH ST. PHL.","0","4634","44","1",""
"1","3","45","30TH ST. PHL.","0","4638","45","1",""
"1","4","46","30TH ST. PHL.","0","4638","46","1",""
"1","3","47","30TH ST. PHL.","0","4642","47","1",""
"1","4","48","30TH ST. PHL.","0","4642","48","1",""
"1","5","49","30TH ST. PHL.","0","4608","49","1",""
"1","5","50","30TH ST. PHL.","0","4610","50","1",""
"1","5","51","30TH ST. PHL.","0","4612","51","1",""
"1","5","52","30TH ST. PHL.","0","4616","52","1",""
"1","5","53","30TH ST. PHL.","0","4620","53","1",""
"1","5","54","30TH ST. PHL.","0","4624","54","1",""
"1","5","55","30TH ST. PHL.","0","4628","55","1",""
"1","5","56","30TH ST. PHL.","0","4630","56","1",""
"1","5","57","30TH ST. PHL.","0","4632","57","1",""
"1","5","58","30TH ST. PHL.","0","4634","58","1",""
"1","5","59","30TH ST. PHL.","0","4638","59","1",""
"1","5","60","30TH ST. PHL.","0","4642","60","1",""
"1","3","61","ATLANTIC CITY","1","4651","61","1",""
"1","4","62","ATLANTIC CITY","1","4651","62","1",""
"1","6","63","ATLANTIC CITY","1","4697","63","1",""
"1","7","64","ATLANTIC CITY","1","4697","64","1",""
"1","8","65","ATLANTIC CITY","1","4697","65","1",""
"1","1","66","ATLANTIC CITY","1","4661","66","1",""
"1","2","67","ATLANTIC CITY","1","4661","67","1",""
"1","1","68","ATLANTIC CITY","1","4669","68","1",""
"1","2","69","ATLANTIC CITY","1","4669","69","1",""
"1","1","70","ATLANTIC CITY","1","4671","70","1",""
"1","2","71","ATLANTIC CITY","1","4671","71","1",""
"1","1","72","ATLANTIC CITY","1","4673","72","1",""
"1","2","73","ATLANTIC CITY","1","4673","73","1",""
"1","1","74","ATLANTIC CITY","1","4677","74","1",""
"1","2","75","ATLANTIC CITY","1","4677","75","1",""
"1","1","76","ATLANTIC CITY","1","4679","76","1",""
"1","2","77","ATLANTIC CITY","1","4679","77","1",""
"1","1","78","ATLANTIC CITY","1","4683","78","1",""
"1","2","79","ATLANTIC CITY","1","4683","79","1",""
"1","1","80","ATLANTIC CITY","1","4685","80","1",""
"1","2","81","ATLANTIC CITY","1","4685","81","1",""
"1","1","82","ATLANTIC CITY","1","4687","82","1",""
"1","2","83","ATLANTIC CITY","1","4687","83","1",""
"1","1","84","ATLANTIC CITY","1","4689","84","1",""
"1","2","85","ATLANTIC CITY","1","4689","85","1",""
"1","1","86","ATLANTIC CITY","1","4693","86","1",""
"1","2","87","ATLANTIC CITY","1","4693","87","1",""
"1","3","88","ATLANTIC CITY","1","4613","88","1",""
"1","4","89","ATLANTIC CITY","1","4613","89","1",""
"1","3","90","ATLANTIC CITY","1","4615","90","1",""
"1","4","91","ATLANTIC CITY","1","4615","91","1",""
"1","3","92","ATLANTIC CITY","1","4617","92","1",""
"1","4","93","ATLANTIC CITY","1","4617","93","1",""
"1","3","94","ATLANTIC CITY","1","4623","94","1",""
"1","4","95","ATLANTIC CITY","1","4623","95","1",""
"1","3","96","ATLANTIC CITY","1","4627","96","1",""
"1","4","97","ATLANTIC CITY","1","4627","97","1",""
"1","3","98","ATLANTIC CITY","1","4631","98","1",""
"1","4","99","ATLANTIC CITY","1","4631","99","1",""
"1","3","100","ATLANTIC CITY","1","4633","100","1",""
"1","4","101","ATLANTIC CITY","1","4633","101","1",""
"1","3","102","ATLANTIC CITY","1","4635","102","1",""
"1","4","103","ATLANTIC CITY","1","4635","103","1",""
"1","3","104","ATLANTIC CITY","1","4639","104","1",""
"1","4","105","ATLANTIC CITY","1","4639","105","1",""
"1","3","106","ATLANTIC CITY","1","4641","106","1",""
"1","4","107","ATLANTIC CITY","1","4641","107","1",""
"1","3","108","ATLANTIC CITY","1","4643","108","1",""
"1","4","109","ATLANTIC CITY","1","4643","109","1",""
"1","5","110","ATLANTIC CITY","1","4651","110","1",""
"1","5","111","ATLANTIC CITY","1","4613","111","1",""
"1","5","112","ATLANTIC CITY","1","4615","112","1",""
